"","CD_REFNIS","TOTAL","Post code","Submunicipality code"
"446","41011",20973,"9473","41011C"
"447","41011",20973,"9472","41011B"
"448","41011",20973,"9470","41011A"
"449","41018",34724,"9500","41018H"
"450","41018",34724,"9500","41018D"
"451","41018",34724,"9506","41018L"
"452","41024",19281,"9450","41024B"
"453","41024",19281,"9451","41024C"
"454","41027",18715,"9551","41027D"
"455","41027",18715,"9550","41027H"
"456","41027",18715,"9552","41027C"
"457","41034",19160,"9340","41034C"
"458","41048",40093,"9402","41048C"
"459","41048",40093,"9401","41048G"
"460","41048",40093,"9400","41048F"
"461","41048",40093,"9400","41048L"
"462","41048",40093,"9400","41048A"
"463","41048",40093,"9404","41048K"
"464","41048",40093,"9406","41048M"
"465","41048",40093,"9403","41048D"
"466","41063",10658,"9521","41063C"
"467","41063",10658,"9520","41063A"
"468","41063",10658,"9520","41063D"
"469","41081",27677,"9620","41081H"
"470","41082",20843,"9420","41082A"
"471","42003",15446,"9290","42003B"
"472","42004",14887,"9255","42004A-I"
"473","42006",46916,"9200","42006A"
"474","42008",25368,"9220","42008A"
"475","42010",12528,"9270","42010A"
"476","42011",19925,"9280","42011A"
"477","42023",11177,"9250","42023A"
"478","42025",26748,"9230","42025A"
"479","42026",11960,"9260","42026C"
"480","42028",21374,"9240","42028A"
"481","43002",14636,"9968","43002C"
"482","43002",14636,"9960","43002A"
"483","43002",14636,"9961","43002D"
"484","43005",22140,"9900","43005A"
"485","43007",6587,"9970","43007A"
"486","43007",6587,"9971","43007B"
"487","43010",24615,"9991","43010C"
"488","43010",24615,"9992","43010B"
"489","43010",24615,"9990","43010A"
"490","43014",7041,"9980","43014A"
"491","43014",7041,"9981","43014B"
"492","43014",7041,"9988","43014E"
"493","43014",7041,"9982","43014C"
"494","43018",13543,"9060","43018A"
"495","44012",11116,"9840","44012B"
"496","44013",19097,"9070","44013B"
"497","44019",36557,"9940","44019A"
"498","44020",13217,"9890","44020E"
"499","44021",268122,"9031","44021K"
"500","44021",268122,"9051","44021J-I"
"501","44021",268122,"9030","44021L"
"502","44021",268122,"9032","44021M"
"503","44021",268122,"9041","44021D-IV"
"504","44021",268122,"9050","44021F"
"505","44021",268122,"9099","44021M"
"506","44021",268122,"9075","44021M"
"507","44021",268122,"9040","44021E"
"508","44021",268122,"9042","44021D-I"
"509","44021",268122,"9000","44021-Z"
"510","44021",268122,"9052","44021H"
"511","44034",23073,"9080","44034A"
"512","44040",11960,"9090","44040A"
"513","44043",25200,"9820","44043A-I"
"514","44045",6724,"9180","44045A"
"515","44048",12214,"9810","44048A"
"516","44052",14024,"9860","44052C"
"517","44064",8257,"9830","44064A"
"518","44064",8257,"9831","44064B"
"519","44073",7837,"9185","44073A"
"520","44081",16000,"9870","44081B"
"521","44083",44930,"9850","44049A"
"522","44083",44930,"9800","44011A"
"523","44084",29529,"9881","44001B"
"524","44084",29529,"9880","44001A"
"525","44084",29529,"9910","44029B"
"526","44085",26979,"9920","44036A"
"527","44085",26979,"9932","44080B"
"528","44085",26979,"9930","44080A"
"529","44085",26979,"9950","44072A"
"530","44085",26979,"9921","44036B"
"531","44085",26979,"9931","44080C"
"532","45035",32482,"9700","45035A-I"
"533","45041",27075,"9600","45041A"
"534","45059",15007,"9661","45059F"
"535","45059",15007,"9660","45059A"
"536","45060",6874,"9690","45060C"
"537","45061",6552,"9790","45061B"
"538","45062",2036,"9667","45062B"
"539","45063",6805,"9570","45063C"
"540","45063",6805,"9571","45063B"
"541","45063",6805,"9570","45063A"
"542","45063",6805,"9572","45063D"
"543","45064",6340,"9681","45064B"
"544","45064",6340,"9680","45064A"
"545","45064",6340,"9688","45064D"
"546","45065",8320,"9630","45065A"
"547","45065",8320,"9636","45065M"
"548","45068",15952,"9771","45017D"
"549","45068",15952,"9770","45017-Z"
"550","45068",15952,"9750","45057C"
"551","45068",15952,"9772","45017C"
"552","46003",50300,"9130","46003D"
"553","46003",50300,"9120","46003A"
"554","46013",17056,"9150","46013B"
"555","46014",43064,"9160","46014A"
"556","46020",19932,"9170","46020-Z"
"557","46021",81138,"9112","46021D"
"558","46021",81138,"9111","46021C"
"559","46021",81138,"9100","46021A"
"560","46024",19273,"9190","46024-Z"
"561","46025",31191,"9140","46025A"
"562","51004",29946,"7822","51004E"
"563","51004",29946,"7802","51004L"
"564","51004",29946,"7803","51004A"
"565","51004",29946,"7823","51004G"
"566","51004",29946,"7800","51004A"
"567","51004",29946,"7803","51004U"
"568","51004",29946,"7801","51004K"
"569","51004",29946,"7811","51004H"
"570","51004",29946,"7804","51004V"
"571","51004",29946,"7812","51004P"
"572","51004",29946,"7810","51004J"
"573","51008",14289,"7973","51008B-I"
"574","51008",14289,"7970","51008A"
"575","51008",14289,"7972","51008H"
"576","51008",14289,"7971","51008G"
"577","51009",11932,"7320","51009A-I"
"578","51009",11932,"7322","51009B-I"
"579","51009",11932,"7321","51009C"
"580","51012",3823,"7942","51012D"
"581","51012",3823,"7941","51012E"
"582","51012",3823,"7940","51012A"
"583","51012",3823,"7943","51012B"
"584","51014",7045,"7950","51014A"
"585","51014",7045,"7951","51014F"
"586","51017",5969,"7890","51017B"
"587","51019",3422,"7880","51019A"
"588","51065",12100,"7910","51065K"
"589","51065",12100,"7912","51065P"
"590","51065",12100,"7911","51065A"
"591","51067",14347,NA,NA
"592","51068",8420,"7830","55039A"
"593","51068",8420,"7850","55039D"
"594","51069",18865,"7860","55023A"
"595","51069",18865,"7864","55023B"
"596","51069",18865,"7861","55023E-II"
"597","51069",18865,"7862","55023F"
"598","51069",18865,"7863","55023G"
"599","51069",18865,"7866","55023D"
"600","52010",14816,"7160","52010A"
"601","52011",203785,"6044","52011M"
"602","52011",203785,"6030","52011J"
"603","52011",203785,"6020","52011B"
"604","52011",203785,"6032","52011H"
"605","52011",203785,"6061","52011E"
"606","52011",203785,"6041","52011P"
"607","52011",203785,"6000","52011A"
"608","52011",203785,"6001","52011G"
"609","52011",203785,"6042","52011C"
"610","52011",203785,"6030","52011L"
"611","52011",203785,"6031","52011K"
"612","52011",203785,"6040","52011N"
"613","52011",203785,"6043","52011R"
"614","52011",203785,"6060","52011D"
"615","52011",203785,"6010","52011F"
"616","52012",35512,"6200","52012C"
"617","52015",31299,"6181","52015D"
"618","52015",31299,"6180","52015A"
"619","52015",31299,"6183","52015C"
"620","52015",31299,"6182","52015B"
"621","52018",11335,"6240","52018A"
"622","52021",22832,"6221","52021F"
"623","52021",22832,"6075","52021A"
"624","52021",22832,"6224","52021B"
"625","52021",22832,"6099","52021A"
"626","52021",22832,"6220","52021A"
"627","52021",22832,"6223","52021G"
"628","52021",22832,"6222","52021H"
"629","52022",18041,"6142","52022C"
"630","52022",18041,"6140","52022A"
"631","52022",18041,"6141","52022B"
"632","52025",12831,"6280","52025D"
"633","52048",10116,"6110","52048A"
"634","52048",10116,"6111","52048B"
"635","52055",17549,"6230","52055D-I"
"636","52055",17549,"6238","52055D-II"
"637","52074",10903,"6250","52074A"
"638","52075",9540,"6210","52075D"
"639","52075",9540,"6210","52075B"
"640","52075",9540,"6211","52075A"
"641","53014",20096,"7301","53014B"
"642","53014",20096,"7300","53014A"
"643","53020",16578,"7370","53020A"
"644","53028",21792,"7080","53028D"
"645","53039",6797,"7350","53039B"
"646","53044",10866,"7050","53044A"
"647","53046",4678,"7870","53046C"
"648","53053",96465,"7020","53053G"
"649","53053",96465,"7000","53053A"
"650","53053",96465,"7021","53053H"
"651","53053",96465,"7010","53053G"
"652","53053",96465,"7034","53053F-I"
"653","53053",96465,"7033","53053C"
"654","53053",96465,"7030","53053J"
"655","53053",96465,"7022","53053L"
"656","53053",96465,"7032","53053P"
"657","53053",96465,"7011","53053D"
"658","53053",96465,"7031","53053K"
"659","53053",96465,"7024","53053S"
"660","53053",96465,"7012","53053T"
"661","53065",18996,"7390","53065A"
"662","53068",6852,"7382","53068C"
"663","53068",6852,"7380","53068B"
"664","53070",23665,"7330","53070A"
"665","53070",23665,"7332","53070F"
"666","53070",23665,"7333","53070C"
"667","53070",23665,"7334","53070E"
"668","53070",23665,"7331","53070B"
"669","53082",20659,"7340","53082A"
"670","53083",5148,"7387","53083G"
"671","53084",8105,"7040","53084A"
"672","53084",8105,"7041","53084D"
"673","55004",23133,"7090","55004A"
"674","55035",8812,"7070","55035A"
"675","55040",28741,"7061","55040C"
"676","55040",28741,"7063","55040E"
"677","55040",28741,"7060","55040G"
"678","55040",28741,"7062","55040B"
"679","55050",11484,"7190","55050A"
"680","55050",11484,"7191","55050A"
"681","55085",11520,"7181","52063B"
"682","55085",11520,"7180","52063A"
"683","55086",23928,"7170","52043A"
"684","56001",12601,"6150","56001A"
"685","56005",7166,"6500","56005D"
"686","56005",7166,"6511","56005H"
"687","56016",9716,"6464","56016H"
"688","56016",9716,"6462","56016C"
"689","56016",9716,"6460","56016P"
"690","56016",9716,"6463","56016D"
"691","56016",9716,"6461","56016B"
"692","56022",10043,"6560","56022B"
"693","56029",4053,"6441","56029C"
"694","56029",4053,"6440","56029A-I"
"695","56044",5919,"6543","56044C"
"696","56044",5919,"6542","56044B"
"697","56044",5919,"6540","56044A"
"698","56049",4224,"6567","56049C"
"699","56051",5296,"6594","56051G"
"700","56051",5296,"6593","56051F"
"701","56051",5296,"6596","56051E"
"702","56051",5296,"6591","56051B"
"703","56051",5296,"6590","56051A"
"704","56051",5296,"6592","56051C"
"705","56078",14922,"6534","56078B"
"706","56078",14922,"6531","56078C"
"707","56078",14922,"6532","56078F"
"708","56078",14922,"6530","56078A"
"709","56078",14922,"6536","56078D"
"710","56078",14922,"6530","56078G"
"711","56078",14922,"6533","56078H"
"712","56086",13811,"6120","56086A"
"713","56088",4858,"6470","56088C"
"714","57003",7639,"7641","57003E"
"715","57003",7639,"7640","57003C"
"716","57003",7639,"7643","57003B"
"717","57003",7639,"7642","57003F"
"718","57018",5684,"7760","57018A"
"719","57027",10622,"7730","57027D"
"720","57062",5901,"7740","57062A"
"721","57062",5901,"7742","57062C"
"722","57062",5901,"7743","57062D"
"723","57064",17235,"7604","57064E"
"724","57064",17235,"7601","57064J"
"725","57064",17235,"7600","57064A"
"726","57064",17235,"7602","57064H"
"727","57064",17235,"7608","57064B"
"728","57064",17235,"7603","57064K"
"729","57072",5298,"7611","57072C"
"730","57072",5298,"7618","57072B"
"731","57072",5298,"7610","57072A"
"732","57081",68710,"7504","57081M-II"
"733","57081",68710,"7510","57081P-III"
"734","57081",68710,"7500","57081A"
"735","57081",68710,"7506","57081M-I"
"736","57081",68710,"7512","57081V-I"
"737","57081",68710,"7521","57081C"
"738","57081",68710,"7548","57081B"
"739","57081",68710,"7540","57081W-I"
"740","57081",68710,"7530","57081J"
"741","57081",68710,"7511","57081P-III"
"742","57081",68710,"7533","57081F-II"
"743","57081",68710,"7502","57081N"
"744","57081",68710,"7542","57081V-II"
"745","57081",68710,"7520","57081S"
"746","57081",68710,"7513","57081V-I"
"747","57081",68710,"7501","57081P-III"
"748","57081",68710,"7531","57081D"
"749","57081",68710,"7532","57081F-I"
"750","57081",68710,"7522","57081R-II"
"751","57081",68710,"7538","57081H"
"752","57081",68710,"7503","57081U"
"753","57081",68710,"7534","57081G-I"
"754","57081",68710,"7543","57081W-I"
"755","57081",68710,"7536","57081K"
"756","57093",8152,"7624","57093D"
"757","57093",8152,"7620","57093G"
"758","57093",8152,"7623","57093B"
"759","57093",8152,"7621","57093C"
"760","57093",8152,"7622","57093J"
"761","57094",14097,"7904","57094A"
"762","57094",14097,"7906","57094J"
"763","57094",14097,"7901","57094K"
"764","57094",14097,"7903","57094D"
"765","57094",14097,"7900","57094A"
"766","57095",3804,"7750","57095C"
"767","57096",59563,"7711","54007D"
"768","57096",59563,"7712","54007C"
"769","57096",59563,"7700","54007A"
"770","57097",18336,"7783","54010E"
"771","57097",18336,"7784","54010D"
"772","57097",18336,"7780","54010A"
"773","57097",18336,"7781","54010C"
"774","57097",18336,"7782","54010E"
"775","58001",81382,"7100","55022A"
"776","58001",81382,"7110","55022H"
"777","58002",33649,"7130","56011A"
"778","58002",33649,"7131","56011F"
"779","58002",33649,"7134","56011B"
"780","58002",33649,"7133","56011E"
"781","58002",33649,"7130","56011G"
"782","58003",7951,"7120","56085A"
"783","58004",19231,"7140","56087A"
"784","58004",19231,"7141","56087B"
"785","61003",14514,"4540","61003A"
"786","61010",3299,"4210","61010C"
"787","61012",4846,"4560","61012A"
"788","61019",5116,"4190","61019A"
"789","61024",3806,"4181","61024C"
"790","61024",3806,"4180","61024A"
"791","61028",5585,"4218","61028C"
"792","61028",5585,"4217","61028A"
"793","61031",21680,"4500","61031B"
"794","61039",5548,"4570","61039A"
"795","61041",4219,"4577","61041B"
"796","61043",5796,"4550","61043C"
"797","61048",2828,"4590","61048A"
"798","61063",4312,"4537","61063-Z"
"799","61068",6764,"4530","61068B"
"800","61072",14079,"4520","61072C"
"801","61079",4254,"4161","61079D"
"802","61079",4254,"4163","61079C"
"803","61079",4254,"4160","61079A"
"804","61079",4254,"4162","61079B"
"805","61080",6310,"4480","61080C"
"806","61081",2746,"4557","61081A"
"807","62003",28764,"4431","62003B"
"808","62003",28764,"4432","62003C"
"809","62003",28764,"4430","62003A"
"810","62006",9231,"4342","62006C"
"811","62006",9231,"4099","62006A"
"812","62006",9231,"4340","62006D"
"813","62009",12783,"4920","62009A"
"814","62011",9052,"4690","62011A"
"815","62015",11996,"4610","62015B"
"816","62022",20572,"4051","62022D"
"817","62022",20572,"4053","62022C"
"818","62022",20572,"4050","62022A"
"819","62022",20572,"4052","62022B"
"820","62026",5334,"4170","62026A"
"821","62026",5334,"4171","62026B"
"822","62027",7666,"4607","62027C"
"823","62027",7666,"4608","62027F"
"824","62027",7666,"4606","62027H"
"825","62032",12800,"4130","62032A"
"826","62038",16296,"4624","62038D"
"827","62038",16296,"4621","62038B"
"828","62038",16296,"4623","62038C"
"829","62038",16296,"4620","62038A"
"830","62051",40666,"4042","62051C"
"831","62051",40666,"4041","62051D"
"832","62051",40666,"4040","62051A"
"833","62060",9740,"4458","62060C"
"834","62060",9740,"4450","62060D"
"835","62060",9740,"4451","62060E"
"836","62060",9740,"4452","62060G"
"837","62060",9740,"4453","62060D"
"838","62063",195346,"4031","62063H"
"839","62063",195346,"4000","62063-Z"
"840","62063",195346,"4020","62063D"
"841","62063",195346,"4030","62063F"
"842","62063",195346,"4000","62063H"
"843","62063",195346,"4032","62063G"
"844","62079",25690,"4681","62079C"
"845","62079",25690,"4684","62079B"
"846","62079",25690,"4682","62079G"
"847","62079",25690,"4680","62079E"
"848","62079",25690,"4683","62079D"
"849","62093",24352,"4420","62093A"
"850","62096",64035,"4102","62096C"
"851","62096",64035,"4100","62096A"
"852","62096",64035,"4101","62096B"
"853","62099",17322,"4632","62099E"
"854","62099",17322,"4630","62099F"
"855","62099",17322,"4633","62099D"
"856","62099",17322,"4631","62099F"
"857","62099",17322,"4630","62099A"
"858","62100",15159,"4140","62100A"
"859","62100",15159,"4141","62100B"
"860","62108",18060,"4601","62108C"
"861","62108",18060,"4602","62108D"
"862","62108",18060,"4600","62108A"
"863","62118",23050,"4460","62118E"
"864","62119",13440,"4670","62119B"
"865","62119",13440,"4671","62119D"
"866","62119",13440,"4672","62119F"
"867","62120",26850,"4400","62120A-III"
"868","62121",9994,"4120","62121C"
"869","62121",9994,"4122","62121B"
"870","62121",9994,"4121","62121A"
"871","62122",7871,NA,NA
"872","63001",5599,"4770","63001-Z"
"873","63001",5599,"4771","63001B"
"874","63003",4200,"4880","63003A"
"875","63004",4518,"4837","63004B"
"876","63012",5510,"4761","63012B"
"877","63012",5510,"4760","63012-Z"
"878","63013",5723,"4750","63013B"
"879","63020",15249,"4821","63020B"
"880","63020",15249,"4820","63020A"
"881","63023",20082,"4700","63023A"
"882","63023",20082,"4701","63023B"
"883","63035",17842,"4650","63035E"
"884","63035",17842,"4652","63035F"
"885","63035",17842,"4650","63035H"
"886","63035",17842,"4651","63035A"
"887","63035",17842,"4650","63035A"
"888","63035",17842,"4653","63035G"
"889","63035",17842,"4650","63035D"
"890","63035",17842,"4654","63035B"
"891","63038",8759,"4845","63038B"
"892","63040",11333,"4721","63040A"
"893","63040",11333,"4720","63040A"
"894","63040",11333,"4728","63040C"
"895","63045",3637,"4990","63045A"
"896","63046",5648,"4834","63046C"
"897","63046",5648,"4830","63046A"
"898","63046",5648,"4831","63046B"
"899","63048",6008,"4711","63048B"
"900","63048",6008,"4710","63048A"
"901","63049",12894,"4960","63049B"
"902","63057",4082,"4877","63057A"
"903","63057",4082,"4870","63057A"
"904","63058",9280,"4861","63058B"
"905","63058",9280,"4860","63058A-I"
"906","63061",11119,"4730","63061A"
"907","63061",11119,"4730","63061C"
"908","63061",11119,"4731","63061B"
"909","63067",10035,"4780","63067-Z"
"910","63067",10035,"4784","63067E"
"911","63067",10035,"4782","63067C"
"912","63067",10035,"4783","63067D"
"913","63067",10035,"4780","63067F"
"914","63072",9890,"4900","63072A"
"915","63073",7247,"4970","63073A"
"916","63075",3190,"4987","63075A"
"917","63076",11972,"4910","63076C"
"918","63079",55156,"4801","63079B"
"919","63079",55156,"4802","63079-Z"
"920","63079",55156,"4800","63079-Z"
"921","63079",55156,"4800","63079A"
"922","63080",7542,"4950","63080B"
"923","63084",10515,"4841","63084B"
"924","63084",10515,"4840","63084A"
"925","63086",2517,"4983","63086C"
"926","63086",2517,"4980","63086B"
"927","63087",3974,"4791","63087A"
"928","63087",3974,"4790","63087B"
"929","63088",10745,"4850","63088C"
"930","63088",10745,"4852","63088D"
"931","63088",10745,"4851","63088A"
"932","63089",5652,"4890","63089B"
"933","64008",3336,"4257","64008C"
"934","64015",6484,"4260","64015F"
"935","64015",6484,"4260","64015D"
"936","64015",6484,"4261","64015C"
"937","64015",6484,"4263","64015B"
"938","64021",3540,"4367","64021A-I"
"939","64023",3144,"4357","64023A"
"940","64025",3429,"4347","64025A-II"
"941","64029",3559,"4252","64029E"
"942","64029",3559,"4253","64029D"
"943","64029",3559,"4250","64029A"
"944","64029",3559,"4254","64029F"
"945","64034",17026,"4280","64034A"
"946","64047",3351,"4287","64047A"
"947","64056",4025,"4360","64056A-III"
"948","64063",6062,"4351","64063D"
"949","64063",6062,"4350","64063B"
"950","64065",7195,"4470","64065A"
"951","64074",15455,"4300","64074A"
"952","64075",3144,"4219","64075C"
"953","64076",4079,"4317","64076A"
"954","71002",8214,"3665","71002A"
"955","71002",8214,"3668","71002B"
